EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,DistanceFromHome,YearsAtCompany,TrainingHours,LastPromotionYears,PerformanceRating,WorkLifeBalance,OverTime,Attrition
10666,47,Male,R&D,Lab Technician,4,Marketing,Married,10766,4,2,164,10,3,3,No,No
10667,50,Male,Sales,Sales Executive,2,Technical Degree,Married,5560,15,2,174,0,3,4,No,No
10668,27,Male,Operations,Logistics Manager,3,Life Sciences,Single,1973,38,3,135,5,3,4,No,No
10669,58,Male,R&D,Research Scientist,4,Technical Degree,Married,2976,45,2,155,6,4,3,No,No
10670,45,Female,Sales,Account Manager,4,Technical Degree,Married,2841,12,3,169,5,3,3,No,Yes
10671,53,Male,Sales,Account Manager,3,Life Sciences,Married,3815,10,4,8,9,3,3,No,No
10672,22,Female,Sales,Sales Manager,4,Life Sciences,Single,6774,6,3,25,0,2,4,Yes,No
10673,31,Female,IT,Developer,4,Human Resources,Single,9018,22,3,120,8,4,3,Yes,No
10674,20,Male,IT,System Admin,2,Technical Degree,Single,1500,41,4,177,8,3,3,No,Yes
10675,24,Male,Sales,Account Manager,1,Life Sciences,Single,8685,31,2,16,9,3,3,No,No
10676,49,Female,Operations,Operations Manager,3,Life Sciences,Single,10240,16,3,32,1,3,3,No,No
10677,49,Female,R&D,Lab Technician,4,Technical Degree,Single,12154,8,3,16,5,3,1,No,No
10678,36,Female,IT,System Admin,3,Marketing,Single,7259,39,7,86,5,3,3,No,No
10679,42,Male,R&D,Lab Technician,4,Life Sciences,Single,1500,46,0,193,2,3,3,No,Yes
10680,34,Female,IT,System Admin,4,Life Sciences,Married,1968,36,2,152,5,3,4,Yes,No
10681,56,Male,R&D,Lab Technician,4,Technical Degree,Single,8677,3,3,105,1,4,4,No,No
10682,40,Female,R&D,Research Scientist,1,Marketing,Married,6280,29,5,17,0,4,3,No,No
10683,33,Female,Operations,Logistics Manager,2,Marketing,Married,4110,3,2,74,4,3,4,No,Yes
10684,21,Male,Sales,Sales Manager,4,Life Sciences,Married,1524,10,4,14,1,5,3,No,No
10685,30,Female,Marketing,Marketing Manager,4,Technical Degree,Single,2770,46,9,61,9,3,3,No,No
10686,58,Male,Finance,Finance Manager,3,Life Sciences,Single,7575,32,2,29,2,3,3,No,No
10687,57,Female,R&D,Research Scientist,3,Other,Married,7437,21,3,195,9,3,3,No,No
10688,53,Male,Finance,Accountant,4,Life Sciences,Married,8899,6,2,127,10,3,2,Yes,No
10689,57,Female,Sales,Sales Manager,2,Other,Married,9960,44,2,124,4,4,3,No,Yes
10690,53,Male,R&D,R&D Manager,4,Technical Degree,Single,3367,32,3,160,6,3,3,No,No
10691,37,Female,Marketing,Marketing Manager,3,Life Sciences,Single,8769,44,2,62,8,4,3,Yes,No
10692,49,Male,Sales,Account Manager,4,Other,Single,3774,28,3,156,6,3,3,No,No
10693,34,Male,IT,System Admin,3,Other,Single,5625,4,2,13,9,3,3,No,No
10694,46,Male,R&D,Lab Technician,4,Life Sciences,Single,3802,30,4,45,10,4,3,No,No
10695,53,Female,Finance,Financial Analyst,3,Medical,Single,8310,42,2,109,3,3,3,No,No
10696,57,Male,Sales,Account Manager,3,Human Resources,Single,4261,44,2,112,8,4,3,No,No
10697,52,Female,R&D,R&D Manager,3,Marketing,Married,7943,17,2,83,4,3,3,No,No
10698,43,Male,Marketing,Marketing Manager,4,Technical Degree,Married,7436,28,7,102,1,3,3,No,No
10699,34,Female,Sales,Account Manager,3,Technical Degree,Single,9417,39,3,146,5,3,3,No,No
10700,49,Male,Finance,Finance Manager,2,Technical Degree,Divorced,7753,10,4,119,4,4,3,No,No
10701,36,Male,HR,Recruiter,5,Life Sciences,Married,11607,1,1,162,8,4,3,Yes,No
10702,24,Male,HR,Recruiter,3,Other,Single,4072,31,2,6,3,4,3,No,No
10703,48,Male,Finance,Finance Manager,2,Other,Single,8385,32,6,152,9,3,3,No,No
10704,23,Male,R&D,R&D Manager,4,Life Sciences,Single,7204,20,3,22,2,4,3,No,No
10705,29,Male,Sales,Sales Manager,4,Other,Married,3736,29,2,49,5,3,2,No,Yes
10706,36,Female,Operations,Logistics Manager,3,Technical Degree,Single,8870,37,1,40,2,3,3,No,No
10707,29,Female,Operations,Ops Executive,4,Life Sciences,Single,8553,25,5,148,10,4,3,No,No
10708,36,Female,Sales,Sales Manager,2,Life Sciences,Single,4065,38,1,41,1,4,3,No,No
10709,39,Male,R&D,Research Scientist,3,Technical Degree,Married,1500,1,0,150,4,4,4,No,No
10710,43,Female,IT,IT Manager,2,Technical Degree,Single,5687,15,1,108,4,3,3,No,Yes
10711,24,Male,Marketing,Marketing Manager,3,Other,Married,3943,34,4,116,6,3,3,No,No
10712,53,Female,Marketing,Marketing Manager,3,Other,Single,6489,23,4,18,7,4,3,Yes,No
10713,25,Male,Operations,Logistics Manager,3,Human Resources,Single,6033,29,2,63,6,1,3,No,No
10714,21,Male,Sales,Sales Manager,3,Technical Degree,Single,11345,50,2,7,6,3,2,No,No
10715,32,Male,Operations,Operations Manager,3,Technical Degree,Single,3787,13,3,39,0,3,3,No,No
10716,30,Female,Operations,Operations Manager,3,Other,Married,7775,2,3,173,6,3,3,Yes,No
10717,42,Male,R&D,Research Scientist,2,Technical Degree,Single,1945,40,2,3,10,4,2,No,No
10718,35,Female,R&D,Lab Technician,3,Marketing,Single,3063,5,3,31,1,3,2,Yes,No
10719,50,Male,R&D,Lab Technician,3,Medical,Single,4672,22,2,52,5,2,3,No,No
10720,30,Female,Finance,Financial Analyst,4,Technical Degree,Single,3464,15,2,147,0,5,4,No,No
10721,35,Female,R&D,R&D Manager,4,Technical Degree,Single,7309,13,6,75,6,3,3,Yes,No
10722,27,Male,Sales,Account Manager,4,Medical,Single,5916,30,6,105,0,3,3,No,No
10723,23,Male,Sales,Sales Manager,4,Medical,Single,8474,25,1,64,3,3,3,No,No
10724,59,Female,R&D,Lab Technician,3,Life Sciences,Single,2921,21,2,54,8,3,3,No,No
10725,23,Male,R&D,R&D Manager,4,Marketing,Married,6536,17,8,23,10,3,2,Yes,No
10726,44,Male,IT,Developer,4,Marketing,Married,3768,36,2,77,3,3,4,No,No
10727,22,Female,Sales,Sales Executive,1,Marketing,Single,9817,39,2,144,8,3,3,No,No
10728,51,Female,Operations,Ops Executive,5,Life Sciences,Married,2922,34,2,47,9,4,2,No,No
10729,22,Male,Operations,Logistics Manager,2,Life Sciences,Divorced,1500,41,3,77,9,3,2,Yes,No
10730,46,Female,Operations,Ops Executive,3,Life Sciences,Married,4239,34,1,121,8,2,3,No,Yes
10731,48,Male,IT,System Admin,3,Technical Degree,Married,2636,49,7,8,7,3,4,No,No
10732,51,Male,Sales,Sales Manager,4,Other,Married,6430,50,5,185,8,4,3,No,No
10733,38,Female,R&D,R&D Manager,5,Marketing,Married,7746,38,3,121,3,5,4,No,No
10734,40,Male,Sales,Account Manager,5,Technical Degree,Single,8189,50,3,58,2,4,3,Yes,No
10735,24,Male,Marketing,Marketing Executive,3,Technical Degree,Single,1500,38,4,166,5,3,3,No,No
10736,37,Female,R&D,Research Scientist,4,Life Sciences,Single,8167,26,4,189,7,2,4,No,No
10737,47,Female,HR,Recruiter,2,Other,Married,6681,2,2,105,1,3,2,No,Yes
10738,41,Female,IT,IT Manager,3,Marketing,Married,8104,34,4,176,10,2,3,Yes,No
10739,40,Female,Marketing,Marketing Manager,4,Technical Degree,Single,8638,38,2,8,10,3,3,No,No
10740,25,Female,IT,System Admin,3,Life Sciences,Single,4149,41,2,27,10,3,2,No,No
10741,20,Male,Finance,Financial Analyst,2,Other,Married,3286,36,4,75,10,3,3,Yes,No
10742,24,Male,R&D,Research Scientist,3,Technical Degree,Single,6983,42,2,42,5,2,4,No,Yes
10743,31,Female,Finance,Accountant,3,Technical Degree,Married,8895,34,3,41,3,3,3,No,No
10744,45,Male,Sales,Account Manager,3,Marketing,Married,2245,45,3,191,0,5,4,No,No
10745,53,Female,Operations,Logistics Manager,3,Technical Degree,Single,6190,4,2,63,10,3,4,No,No
10746,33,Female,R&D,Lab Technician,3,Technical Degree,Single,4444,11,0,15,1,3,3,Yes,No
10747,45,Male,Sales,Sales Executive,3,Technical Degree,Married,4433,42,4,83,8,3,3,No,No
10748,46,Female,Operations,Operations Manager,2,Other,Single,4831,13,2,57,1,3,2,No,No
10749,28,Male,R&D,Research Scientist,4,Marketing,Married,7965,39,3,128,2,3,4,Yes,No
10750,45,Male,Operations,Ops Executive,4,Life Sciences,Married,7736,36,1,113,10,3,3,Yes,No
10751,41,Female,Operations,Operations Manager,4,Marketing,Married,3336,5,4,174,7,4,3,No,No
10752,49,Male,Operations,Ops Executive,4,Technical Degree,Married,1879,39,3,71,9,2,4,No,Yes
10753,36,Male,Sales,Sales Manager,3,Life Sciences,Single,9223,11,4,137,7,4,2,No,No
10754,45,Male,Sales,Sales Manager,4,Technical Degree,Married,8407,27,4,16,8,3,4,No,No
10755,55,Female,Operations,Operations Manager,5,Life Sciences,Single,9716,3,1,149,10,3,3,Yes,Yes
10756,20,Female,Operations,Logistics Manager,1,Marketing,Married,7643,45,2,195,4,3,3,No,No
10757,27,Female,R&D,Lab Technician,2,Other,Single,9999,28,2,140,4,4,4,No,No
10758,54,Female,R&D,Lab Technician,4,Technical Degree,Married,1500,35,2,52,5,3,2,Yes,No
10759,34,Male,Sales,Sales Manager,3,Marketing,Married,5652,37,3,154,8,4,3,No,No
10760,41,Female,Marketing,Marketing Executive,5,Life Sciences,Married,3918,14,2,8,1,1,3,No,No
10761,33,Female,Sales,Sales Manager,4,Life Sciences,Single,11956,29,5,195,0,3,2,No,No
10762,45,Male,Sales,Account Manager,3,Life Sciences,Single,2402,37,3,128,10,4,3,No,No
10763,47,Male,Finance,Financial Analyst,3,Life Sciences,Married,1970,17,4,194,10,4,2,No,No
10764,42,Female,Sales,Sales Manager,4,Technical Degree,Married,4119,14,3,76,6,3,3,No,No
10765,33,Female,Marketing,Content Specialist,2,Life Sciences,Married,4425,31,4,83,2,3,1,No,No
10766,43,Female,Sales,Account Manager,4,Other,Married,4871,48,4,75,4,3,4,No,No
10767,21,Female,Sales,Sales Executive,1,Life Sciences,Married,8711,38,2,56,4,3,3,No,No
10768,45,Male,R&D,Lab Technician,5,Medical,Single,10446,5,2,182,1,4,4,No,No
10769,33,Female,R&D,R&D Manager,2,Life Sciences,Married,8910,18,3,81,2,2,3,No,No
10770,26,Male,Sales,Sales Executive,4,Other,Single,13435,18,3,131,8,3,4,No,No
10771,22,Male,R&D,Research Scientist,1,Marketing,Single,9852,15,3,127,9,2,3,Yes,No
10772,42,Female,R&D,Lab Technician,3,Other,Married,4101,4,2,39,1,5,1,No,No
10773,37,Male,Operations,Operations Manager,4,Human Resources,Married,5663,38,1,159,9,3,3,No,Yes
10774,57,Female,Sales,Account Manager,2,Life Sciences,Married,8373,41,1,158,2,3,3,No,No
10775,54,Male,Marketing,Content Specialist,3,Other,Married,2531,9,2,37,1,4,4,Yes,Yes
10776,34,Male,Finance,Accountant,3,Technical Degree,Married,5065,19,2,153,3,3,4,No,No
10777,44,Male,Sales,Sales Manager,3,Life Sciences,Married,7952,25,2,67,7,4,3,Yes,No
10778,56,Male,Sales,Account Manager,3,Marketing,Divorced,11736,49,1,199,5,3,3,No,No
10779,47,Male,R&D,Research Scientist,4,Marketing,Single,6100,20,5,46,3,4,4,No,No
10780,29,Male,Sales,Sales Manager,2,Life Sciences,Married,6579,14,2,25,3,3,2,Yes,No
10781,58,Female,R&D,Lab Technician,2,Life Sciences,Married,7549,8,2,168,9,4,2,No,No
10782,36,Male,Sales,Sales Executive,3,Technical Degree,Married,1500,9,5,178,8,3,3,No,Yes
10783,58,Male,Finance,Financial Analyst,4,Life Sciences,Married,4917,21,2,165,10,3,3,No,No
10784,41,Female,HR,HR Manager,4,Technical Degree,Married,3436,34,4,16,10,3,4,No,No
10785,45,Female,Sales,Sales Manager,3,Technical Degree,Single,8332,40,1,5,1,4,3,No,Yes
10786,44,Male,R&D,R&D Manager,4,Technical Degree,Single,4684,41,3,120,10,3,2,No,No
10787,36,Female,IT,Developer,4,Life Sciences,Single,9648,13,4,200,7,5,3,Yes,No
10788,32,Female,Sales,Sales Manager,3,Marketing,Married,7308,26,2,56,1,3,2,No,No
10789,39,Male,Operations,Operations Manager,2,Other,Single,5522,42,0,122,9,3,3,No,No
10790,44,Male,HR,HR Manager,3,Technical Degree,Married,4313,45,8,114,1,4,3,No,No
10791,23,Female,Marketing,Marketing Executive,3,Life Sciences,Single,3859,37,3,101,4,4,4,No,No
10792,29,Female,Sales,Sales Manager,4,Marketing,Single,10837,30,4,2,8,4,3,No,No
10793,22,Female,Marketing,Marketing Manager,3,Technical Degree,Divorced,1500,47,1,176,3,3,1,No,No
10794,37,Male,Finance,Finance Manager,3,Marketing,Married,5749,20,6,128,0,4,3,No,No
10795,55,Male,HR,HR Executive,2,Other,Single,6257,7,7,57,7,3,2,Yes,No
10796,41,Female,R&D,Lab Technician,4,Life Sciences,Married,1500,44,4,193,8,2,1,No,No
10797,53,Male,Sales,Sales Executive,3,Technical Degree,Married,9927,20,4,74,0,3,4,No,No
10798,27,Male,Marketing,Marketing Manager,3,Other,Married,6632,16,2,101,2,3,2,No,No
10799,59,Female,Finance,Accountant,5,Technical Degree,Married,8193,2,6,186,4,4,3,Yes,No
10800,38,Male,Sales,Sales Executive,3,Life Sciences,Single,8231,10,7,85,7,4,3,No,No
10801,56,Female,Sales,Sales Manager,3,Technical Degree,Single,8731,41,4,38,7,3,3,No,No
10802,25,Female,Sales,Sales Manager,4,Life Sciences,Married,8429,35,4,167,2,3,2,No,Yes
10803,45,Male,Finance,Accountant,4,Marketing,Single,8427,43,3,40,10,4,3,No,No
10804,53,Female,Finance,Finance Manager,2,Technical Degree,Married,7171,28,4,61,2,2,4,No,No
10805,25,Male,R&D,Lab Technician,4,Technical Degree,Single,8967,10,5,157,6,3,4,No,No
10806,56,Female,R&D,Research Scientist,5,Life Sciences,Single,14177,13,5,136,10,3,3,Yes,No
10807,52,Male,R&D,Lab Technician,3,Technical Degree,Single,3438,22,4,118,1,3,3,No,No
10808,41,Male,R&D,Lab Technician,3,Other,Married,7544,34,3,195,4,4,3,No,No
10809,40,Female,Sales,Account Manager,4,Other,Single,8516,16,6,166,5,4,3,Yes,No
10810,25,Male,R&D,Research Scientist,3,Life Sciences,Single,1500,8,2,74,2,4,2,No,No
10811,25,Female,Sales,Sales Manager,3,Life Sciences,Divorced,11679,20,2,151,6,5,4,No,Yes
10812,23,Male,Operations,Operations Manager,4,Life Sciences,Married,7951,10,3,135,9,3,3,Yes,No
10813,49,Male,IT,IT Manager,3,Life Sciences,Single,6935,29,0,173,0,3,1,No,No
10814,30,Male,Marketing,Content Specialist,2,Life Sciences,Married,4921,49,4,116,6,3,3,No,No
10815,49,Male,R&D,Lab Technician,3,Other,Married,8537,50,0,169,2,4,3,No,No
10816,50,Male,Operations,Logistics Manager,4,Technical Degree,Married,2649,42,5,35,6,4,2,No,No
10817,43,Female,Finance,Finance Manager,3,Life Sciences,Married,11190,30,5,89,5,3,3,No,No
10818,28,Female,R&D,Lab Technician,4,Other,Married,9143,24,6,132,4,4,3,Yes,No
10819,22,Female,Sales,Account Manager,4,Technical Degree,Married,5631,2,3,129,4,3,2,No,No
10820,50,Female,IT,Developer,3,Other,Married,10324,34,4,156,10,3,3,No,No
10821,59,Male,Operations,Logistics Manager,5,Marketing,Single,1500,42,1,81,4,2,3,Yes,Yes
10822,56,Female,Sales,Sales Executive,5,Life Sciences,Married,2978,21,1,13,8,3,3,No,No
10823,55,Male,Sales,Sales Executive,2,Other,Married,6188,34,5,43,9,3,3,No,No
10824,43,Female,Finance,Financial Analyst,3,Marketing,Married,6315,32,2,75,7,4,3,Yes,No
10825,50,Male,Marketing,Marketing Manager,3,Other,Married,7360,30,3,58,9,3,4,No,Yes
10826,25,Female,IT,IT Manager,2,Life Sciences,Married,6635,14,4,34,10,3,2,Yes,No
10827,21,Female,R&D,R&D Manager,3,Marketing,Single,9751,19,4,58,10,2,4,Yes,No
10828,39,Female,R&D,R&D Manager,3,Technical Degree,Single,1641,30,0,122,6,2,2,Yes,Yes
10829,47,Female,R&D,Research Scientist,2,Technical Degree,Married,1500,41,3,62,9,1,3,Yes,No
10830,30,Female,Operations,Operations Manager,2,Life Sciences,Single,1819,27,0,160,2,2,3,No,No
10831,23,Female,IT,Developer,2,Life Sciences,Married,2121,16,3,83,1,4,3,No,Yes
10832,34,Male,HR,HR Executive,1,Marketing,Single,6139,25,4,46,5,4,3,No,No
10833,25,Male,R&D,R&D Manager,3,Life Sciences,Married,5610,25,5,136,2,3,3,No,No
10834,49,Male,Marketing,Marketing Executive,3,Medical,Married,7007,24,1,25,6,2,3,No,No
10835,57,Male,Finance,Finance Manager,5,Technical Degree,Single,7136,3,3,126,1,3,2,No,No
10836,21,Male,Marketing,Marketing Executive,2,Technical Degree,Married,6884,24,2,137,10,3,3,No,No
10837,34,Male,HR,Recruiter,5,Technical Degree,Married,1500,11,3,111,10,5,3,No,No
10838,30,Male,Operations,Operations Manager,2,Life Sciences,Married,5419,32,5,171,0,3,3,No,No
10839,27,Female,Operations,Ops Executive,4,Technical Degree,Married,4539,23,3,57,4,3,4,No,No
10840,45,Female,R&D,R&D Manager,3,Life Sciences,Single,9753,12,2,164,1,3,4,No,No
10841,24,Male,Marketing,Marketing Executive,4,Technical Degree,Single,7134,39,3,78,0,3,2,Yes,Yes
10842,25,Male,Sales,Account Manager,2,Technical Degree,Single,11673,21,1,43,3,3,3,No,No
10843,45,Male,IT,System Admin,5,Other,Married,3130,37,3,169,5,3,3,No,No
10844,23,Male,Marketing,Content Specialist,1,Medical,Married,5196,34,4,147,5,2,2,No,No
10845,38,Female,R&D,R&D Manager,3,Other,Divorced,8840,21,1,6,8,3,3,No,No
10846,39,Male,Finance,Finance Manager,3,Marketing,Single,4610,26,3,110,5,2,3,No,No
10847,52,Female,HR,HR Executive,4,Human Resources,Married,7227,36,2,87,5,4,2,No,Yes
10848,39,Female,IT,Developer,5,Life Sciences,Married,4275,49,3,84,7,4,3,No,No
10849,31,Female,Operations,Operations Manager,3,Life Sciences,Married,9596,50,1,11,2,3,1,No,No
10850,20,Male,Finance,Accountant,4,Technical Degree,Single,1886,34,2,139,1,4,3,No,No
10851,45,Female,Operations,Logistics Manager,4,Other,Single,11849,9,1,102,3,4,4,No,No
10852,33,Male,R&D,R&D Manager,3,Marketing,Single,8411,18,3,157,0,4,3,No,No
10853,57,Male,Sales,Sales Executive,4,Life Sciences,Married,7596,44,2,10,5,3,3,No,Yes
10854,56,Male,R&D,R&D Manager,1,Other,Married,7284,42,2,54,6,5,3,No,No
10855,30,Male,Finance,Finance Manager,3,Other,Single,4021,39,4,194,4,4,3,No,Yes
10856,55,Male,Sales,Sales Manager,4,Life Sciences,Single,8233,30,1,131,4,4,3,Yes,Yes
10857,32,Male,Finance,Accountant,3,Technical Degree,Single,4556,3,4,3,4,2,3,No,No
10858,22,Female,R&D,Research Scientist,4,Other,Married,1500,50,4,123,0,4,3,No,No
10859,52,Female,IT,Developer,4,Other,Married,6391,2,1,109,0,3,3,No,No
10860,25,Male,Sales,Account Manager,4,Technical Degree,Divorced,3883,3,1,179,6,4,3,No,No
10861,29,Male,Finance,Finance Manager,2,Technical Degree,Married,6550,15,1,46,0,3,3,Yes,No
10862,24,Female,Finance,Finance Manager,3,Other,Single,6066,41,6,186,8,3,4,No,No
10863,42,Male,Marketing,Marketing Manager,1,Life Sciences,Single,1864,3,3,33,0,3,3,No,No
10864,29,Female,IT,System Admin,5,Technical Degree,Single,10912,38,3,172,4,2,3,Yes,No
10865,21,Female,IT,Developer,3,Life Sciences,Single,4115,43,3,157,7,3,4,No,No
10866,32,Male,Operations,Ops Executive,3,Technical Degree,Married,9315,34,1,121,7,3,3,No,No
10867,59,Male,Finance,Financial Analyst,3,Technical Degree,Single,3972,17,2,105,10,3,3,No,No
10868,21,Male,R&D,Research Scientist,1,Other,Married,6150,3,3,87,0,3,3,No,No
10869,39,Male,Operations,Logistics Manager,3,Life Sciences,Married,6951,7,1,198,4,3,3,No,Yes
10870,20,Male,IT,IT Manager,2,Human Resources,Single,1500,31,3,25,3,2,3,No,No
10871,56,Female,R&D,Research Scientist,3,Life Sciences,Single,4245,10,2,91,8,3,4,No,No
10872,28,Male,IT,Developer,5,Marketing,Married,6885,35,3,181,2,3,3,No,No
10873,36,Male,Operations,Operations Manager,4,Life Sciences,Married,6269,28,5,82,10,3,3,No,No
10874,28,Female,Marketing,Content Specialist,4,Life Sciences,Single,6200,20,4,42,4,2,3,No,No
10875,30,Male,Marketing,Content Specialist,3,Technical Degree,Married,8830,1,3,138,9,3,3,No,No
10876,34,Male,R&D,Research Scientist,4,Marketing,Married,3665,42,4,32,1,5,4,No,No
10877,43,Male,R&D,Research Scientist,5,Life Sciences,Married,6292,13,1,87,1,3,4,No,No
10878,57,Male,Sales,Sales Executive,5,Technical Degree,Married,2010,8,6,55,0,3,3,No,Yes
10879,54,Female,Sales,Sales Manager,2,Marketing,Married,4564,24,5,31,3,5,3,No,No
10880,49,Male,Operations,Ops Executive,4,Other,Single,9764,22,1,150,9,3,3,Yes,No
10881,50,Female,R&D,R&D Manager,3,Technical Degree,Single,6113,27,2,4,2,3,3,No,No
10882,24,Male,Finance,Accountant,3,Life Sciences,Married,4657,47,3,198,0,4,4,No,No
10883,33,Male,Finance,Accountant,3,Life Sciences,Married,3626,33,4,33,8,3,3,No,No
10884,30,Male,IT,IT Manager,4,Marketing,Single,1924,26,2,40,2,3,2,No,Yes
10885,28,Female,Sales,Account Manager,3,Technical Degree,Married,8923,44,2,142,4,4,1,No,No
10886,53,Male,R&D,Lab Technician,2,Technical Degree,Single,12411,3,0,57,8,4,3,No,No
10887,31,Male,R&D,Research Scientist,4,Life Sciences,Married,4769,30,2,37,0,3,4,Yes,Yes
10888,54,Female,R&D,Lab Technician,3,Life Sciences,Married,1500,38,2,50,9,2,1,Yes,Yes
10889,54,Male,Marketing,Marketing Executive,1,Technical Degree,Single,10654,10,2,112,5,3,3,No,No
10890,20,Male,Operations,Operations Manager,3,Medical,Married,3332,6,3,50,1,4,4,Yes,No
10891,59,Female,R&D,Research Scientist,3,Technical Degree,Married,7165,17,2,144,3,3,3,No,No
10892,41,Male,Operations,Operations Manager,2,Marketing,Single,7592,7,5,198,0,3,3,No,No
10893,48,Female,R&D,Research Scientist,2,Human Resources,Married,9388,14,4,186,7,4,3,No,No
10894,27,Male,IT,Developer,5,Life Sciences,Single,5320,34,3,1,9,3,4,No,No
10895,30,Female,Sales,Account Manager,4,Technical Degree,Married,7399,46,3,99,7,4,3,No,No
10896,56,Female,IT,Developer,2,Technical Degree,Married,5029,6,3,48,4,1,4,No,No
10897,33,Male,R&D,Lab Technician,3,Marketing,Married,1500,33,5,76,10,3,1,Yes,No
10898,49,Female,Sales,Sales Executive,3,Technical Degree,Single,4757,18,3,83,10,4,4,No,No
10899,54,Female,R&D,Lab Technician,3,Medical,Married,7123,6,3,68,4,4,3,No,No
10900,40,Male,R&D,R&D Manager,3,Technical Degree,Single,3005,18,1,4,4,3,3,No,No
10901,56,Male,IT,Developer,1,Human Resources,Married,6277,30,2,96,2,3,3,No,No
10902,24,Female,Sales,Sales Executive,3,Technical Degree,Single,6812,4,2,155,0,3,3,No,No
10903,38,Female,Finance,Accountant,2,Technical Degree,Married,10023,25,4,39,5,4,3,No,No
10904,33,Male,IT,System Admin,3,Marketing,Married,3221,46,4,98,2,4,2,No,No
10905,45,Female,Finance,Finance Manager,5,Technical Degree,Single,6735,3,0,74,7,3,3,No,No
10906,23,Male,IT,System Admin,5,Life Sciences,Single,2724,46,3,93,0,5,4,No,No
10907,44,Female,Sales,Sales Manager,5,Marketing,Single,1500,5,2,138,2,3,4,No,Yes
10908,44,Female,HR,Recruiter,5,Technical Degree,Married,4571,46,1,108,5,4,2,No,No
10909,37,Female,Marketing,Marketing Executive,1,Technical Degree,Married,4359,40,3,88,3,2,3,No,No
10910,59,Male,Finance,Financial Analyst,4,Marketing,Married,7030,5,3,149,6,4,3,Yes,No
10911,27,Female,Finance,Financial Analyst,3,Technical Degree,Single,9483,10,6,146,7,4,3,No,No
10912,58,Male,IT,Developer,4,Technical Degree,Single,6322,45,2,109,4,4,3,No,No
10913,59,Male,R&D,Research Scientist,4,Technical Degree,Married,4053,38,6,17,6,3,4,No,No
10914,33,Male,IT,System Admin,3,Marketing,Married,3533,20,2,170,8,3,2,No,No
10915,51,Female,Operations,Logistics Manager,3,Other,Married,9496,42,1,109,10,3,3,Yes,Yes
10916,57,Male,Sales,Sales Executive,3,Other,Married,8061,13,2,108,0,4,3,No,No
10917,52,Male,Operations,Ops Executive,3,Marketing,Divorced,3350,42,2,197,5,3,3,No,No
10918,42,Female,Sales,Account Manager,5,Marketing,Single,1902,1,3,72,7,3,4,No,No
10919,34,Female,R&D,R&D Manager,4,Life Sciences,Single,3345,30,4,9,6,2,3,No,Yes
10920,52,Female,Operations,Logistics Manager,2,Life Sciences,Single,8967,36,5,30,1,3,3,No,No
10921,44,Female,Operations,Operations Manager,3,Technical Degree,Married,3168,45,8,54,10,3,3,No,Yes
10922,36,Male,Operations,Logistics Manager,2,Medical,Single,7380,38,3,1,10,3,3,No,No
10923,52,Female,Marketing,Marketing Manager,5,Technical Degree,Married,11079,8,3,55,1,3,4,Yes,No
10924,21,Female,R&D,Research Scientist,5,Other,Married,3613,9,5,126,10,3,3,No,No
10925,33,Male,Finance,Financial Analyst,3,Human Resources,Married,4869,41,4,30,5,2,2,No,No
10926,59,Male,R&D,Lab Technician,4,Technical Degree,Single,5906,46,2,147,1,2,4,No,No
10927,59,Male,R&D,Lab Technician,4,Marketing,Single,1500,33,3,50,4,4,3,No,No
10928,58,Male,R&D,Lab Technician,3,Life Sciences,Single,3870,37,2,181,0,2,2,No,Yes
10929,25,Female,IT,System Admin,5,Marketing,Married,6534,49,1,117,0,5,3,No,No
10930,25,Female,R&D,R&D Manager,3,Marketing,Single,3083,6,4,38,3,3,3,Yes,No
10931,22,Female,Operations,Ops Executive,2,Technical Degree,Single,12412,17,3,108,9,3,3,No,No
10932,26,Male,IT,IT Manager,3,Technical Degree,Married,4523,23,3,102,8,3,4,No,No
10933,27,Male,Sales,Sales Executive,4,Other,Divorced,5467,37,3,38,9,4,3,No,No
10934,34,Female,Finance,Financial Analyst,3,Technical Degree,Divorced,4277,2,1,125,3,4,3,Yes,No
10935,48,Male,R&D,R&D Manager,4,Other,Single,5271,18,3,81,8,3,3,Yes,No
10936,52,Female,R&D,Lab Technician,4,Human Resources,Married,3833,38,1,186,0,4,3,No,Yes
10937,49,Male,Operations,Operations Manager,4,Technical Degree,Married,1500,28,6,40,2,4,4,Yes,No
10938,58,Female,R&D,R&D Manager,4,Technical Degree,Married,4919,14,2,135,0,3,3,No,No
10939,46,Male,Operations,Operations Manager,3,Medical,Married,11421,22,2,190,9,3,3,Yes,No
10940,55,Male,IT,Developer,3,Other,Divorced,10886,1,4,66,6,3,3,No,No
10941,48,Male,HR,Recruiter,3,Other,Single,2836,43,5,137,2,4,2,No,No
10942,57,Female,IT,Developer,3,Other,Married,1500,42,1,17,9,4,3,No,No
10943,52,Female,Sales,Account Manager,5,Life Sciences,Married,1500,47,6,107,6,1,3,No,Yes
10944,56,Male,Sales,Account Manager,5,Technical Degree,Single,3081,41,3,192,7,3,3,No,No
10945,46,Female,Sales,Sales Executive,2,Technical Degree,Single,4333,39,2,98,7,2,3,Yes,Yes
10946,52,Female,R&D,Research Scientist,4,Technical Degree,Single,7207,44,5,141,5,4,1,No,No
10947,23,Female,Sales,Sales Manager,4,Life Sciences,Married,4755,8,4,45,3,3,3,No,No
